"","i","cs_present","size","phylum"
"9309","Fascaplysinopsis","FALSE","1","Porifera"
"9310","Fasciarma","FALSE","1","Arthropoda"
"9311","Fasciclia","FALSE","2","Cnidaria"
"9312","Fasciculipora","FALSE","8","Bryozoa"
"9313","Fasciculiporoides","FALSE","1","Bryozoa"
"9314","Fasciculonemertes","FALSE","1","Nemertea"
"9315","Fascinus","FALSE","1","Mollusca"
"9316","Fasciola","FALSE","2","Nemertea"
"9317","Fasciolaria","FALSE","6","Mollusca"
"9318","Fasciospongia","FALSE","20","Porifera"
"9319","Fastigiella","FALSE","1","Mollusca"
"9320","Fastimysia","FALSE","1","Mollusca"
"9321","Fatkullina","FALSE","2","Bryozoa"
"9322","Faubelus","FALSE","1","Platyhelminthes"
"9323","Fauchaldius","FALSE","2","Annelida"
"9324","Fauchaldonuphis","FALSE","1","Annelida"
"9325","Faughnia","FALSE","4","Arthropoda"
"9326","Faustula","FALSE","10","Platyhelminthes"
"9327","Fautor","FALSE","13","Mollusca"
"9328","Fautrix","FALSE","2","Mollusca"
"9329","Fauvelia","FALSE","1","Annelida"
"9330","Fauvelicirratulus","FALSE","1","Annelida"
"9331","Fauveliopsis","FALSE","14","Annelida"
"9332","Favartia","FALSE","100","Mollusca"
"9333","Favia","FALSE","2","Cnidaria"
"9334","Favites","FALSE","20","Cnidaria"
"9335","Favonigobius","FALSE","8","Chordata"
"9336","Favorinus","FALSE","12","Mollusca"
"9337","Favosipora","FALSE","13","Bryozoa"
"9338","Favosthimosia","FALSE","2","Bryozoa"
"9339","Favus","FALSE","1","Arthropoda"
"9340","Fax","FALSE","4","Mollusca"
"9341","Feanora","FALSE","1","Platyhelminthes"
"9342","Feaya","FALSE","1","Mollusca"
"9343","Fecampia","FALSE","4","Platyhelminthes"
"9344","Fedikovella","FALSE","2","Mollusca"
"9345","Fedora","FALSE","4","Bryozoa"
"9346","Fedorella","FALSE","1","Bryozoa"
"9347","Feia","FALSE","4","Chordata"
"9348","Felaniella","FALSE","9","Mollusca"
"9349","Felicioliva","FALSE","2","Mollusca"
"9350","Felimare","FALSE","44","Mollusca"
"9351","Felimida","FALSE","31","Mollusca"
"9352","Fellaster","FALSE","1","Echinodermata"
"9353","Fellia","FALSE","4","Arthropoda"
"9354","Fellicocestus","FALSE","1","Platyhelminthes"
"9355","Fellicola","FALSE","1","Nematoda"
"9356","Fellodistomum","FALSE","3","Platyhelminthes"
"9357","Femogibbosus","FALSE","1","Acanthocephala"
"9358","Fenestraja","FALSE","8","Chordata"
"9359","Fenestraspongia","FALSE","2","Porifera"
"9360","Fenestrolaimus","FALSE","5","Nematoda"
"9361","Fenestrulina","FALSE","66","Bryozoa"
"9362","Fenestulipora","FALSE","1","Bryozoa"
"9363","Fenimorea","FALSE","27","Mollusca"
"9364","Fennera","FALSE","2","Arthropoda"
"9365","Fenneralpheus","FALSE","2","Arthropoda"
"9366","Fennerogalathea","FALSE","5","Arthropoda"
"9367","Fennerosquilla","FALSE","1","Arthropoda"
"9368","Feracrinus","FALSE","3","Echinodermata"
"9369","Ferdina","FALSE","3","Echinodermata"
"9370","Feregastes","FALSE","1","Arthropoda"
"9371","Feresa","FALSE","1","Chordata"
"9372","Feriharpinia","FALSE","1","Arthropoda"
"9373","Fernandinacythere","FALSE","1","Arthropoda"
"9374","Ferosagitta","FALSE","7","Chaetognatha"
"9375","Feroxodon","FALSE","1","Chordata"
"9376","Ferreiraella","FALSE","8","Mollusca"
"9377","Ferricythere","FALSE","6","Arthropoda"
"9378","Ferrocina","FALSE","5","Mollusca"
"9379","Festucalex","FALSE","8","Chordata"
"9380","Fibramia","FALSE","3","Chordata"
"9381","Fibularia","FALSE","6","Echinodermata"
"9382","Fibulariella","FALSE","4","Echinodermata"
"9383","Fibulia","FALSE","10","Porifera"
"9384","Ficadusta","FALSE","1","Mollusca"
"9385","Ficopomatus","FALSE","4","Annelida"
"9386","Fictonoba","FALSE","4","Mollusca"
"9387","Ficus","FALSE","11","Mollusca"
"9388","Fidelidiella","FALSE","1","Arthropoda"
"9389","Fieldingia","FALSE","2","Porifera"
"9390","Fiersiphontina","FALSE","1","Arthropoda"
"9391","Figaro","FALSE","2","Chordata"
"9392","Figorella","FALSE","7","Arthropoda"
"9393","Figularia","FALSE","21","Bryozoa"
"9394","Filaguria","FALSE","2","Bryozoa"
"9395","Filaria","FALSE","1","Nematoda"
"9396","Filellum","FALSE","13","Cnidaria"
"9397","Filenchus","FALSE","1","Nematoda"
"9398","Filexilia","FALSE","9","Arthropoda"
"9399","Filhollianassa","FALSE","2","Arthropoda"
"9400","Filicampus","FALSE","1","Chordata"
"9401","Filicavea","FALSE","1","Bryozoa"
"9402","Filicea","FALSE","1","Bryozoa"
"9403","Filicisparsa","FALSE","1","Bryozoa"
"9404","Filicollis","FALSE","1","Acanthocephala"
"9405","Filicrisia","FALSE","4","Bryozoa"
"9406","Filifascigera","FALSE","6","Bryozoa"
"9407","Filifusus","FALSE","5","Mollusca"
"9408","Filigorgia","FALSE","4","Cnidaria"
"9409","Filimanus","FALSE","6","Chordata"
"9410","Filipjeva","FALSE","6","Nematoda"
"9411","Filipjevia","FALSE","1","Nematoda"
"9412","Filippovia","FALSE","1","Mollusca"
"9413","Filiscala","FALSE","2","Mollusca"
"9414","Filisoma","FALSE","14","Acanthocephala"
"9415","Filisparsa","FALSE","10","Bryozoa"
"9416","Filitanais","FALSE","6","Arthropoda"
"9417","Filitonchoides","FALSE","1","Nematoda"
"9418","Filitonchus","FALSE","3","Nematoda"
"9419","Filodrillia","FALSE","19","Mollusca"
"9420","Filograna","FALSE","1","Annelida"
"9421","Filogranella","FALSE","1","Annelida"
"9422","Filogranula","FALSE","6","Annelida"
"9423","Filoncholaimus","FALSE","5","Nematoda"
"9424","Filophryxus","FALSE","1","Arthropoda"
"9425","Fimbria","FALSE","3","Mollusca"
"9426","Fimbriaphyllia","FALSE","5","Cnidaria"
"9427","Fimbriaria","FALSE","1","Platyhelminthes"
"9428","Fimbriarioides","FALSE","1","Platyhelminthes"
"9429","Fimbrilla","FALSE","1","Nematoda"
"9430","Fimbriosthenelais","FALSE","9","Annelida"
"9431","Fimbrora","FALSE","1","Chordata"
"9432","Finella","FALSE","23","Mollusca"
"9433","Finlayola","FALSE","1","Mollusca"
"9434","Finmarchinella","FALSE","7","Arthropoda"
"9435","Finoculodes","FALSE","1","Arthropoda"
"9436","Fiona","FALSE","1","Mollusca"
"9437","Fiordichthys","FALSE","2","Chordata"
"9438","Fiordlandia","FALSE","1","Cnidaria"
"9439","Firoloida","FALSE","1","Mollusca"
"9440","Fissarcturus","FALSE","17","Arthropoda"
"9441","Fissicepheus","FALSE","2","Arthropoda"
"9442","Fissidentalium","FALSE","44","Mollusca"
"9443","Fissilabia","FALSE","1","Mollusca"
"9444","Fissurella","FALSE","57","Mollusca"
"9445","Fissurellidea","FALSE","3","Mollusca"
"9446","Fissuricola","FALSE","1","Arthropoda"
"9447","Fissurisepta","FALSE","6","Mollusca"
"9448","Fissuroderes","FALSE","5","Kinorhyncha"
"9449","Fistularia","FALSE","4","Chordata"
"9450","Fistulicola","FALSE","1","Platyhelminthes"
"9451","Fistulipora","FALSE","1","Bryozoa"
"9452","Fistulobalanus","FALSE","12","Arthropoda"
"9453","Fizesereneia","FALSE","7","Arthropoda"
"9454","Fjordia","FALSE","5","Mollusca"
"9455","Flabegraviera","FALSE","3","Annelida"
"9456","Flabellicola","FALSE","1","Arthropoda"
"9457","Flabellicytherois","FALSE","1","Arthropoda"
"9458","Flabelliderma","FALSE","9","Annelida"
"9459","Flabelligella","FALSE","4","Annelida"
"9460","Flabelligena","FALSE","6","Annelida"
"9461","Flabelligera","TRUE","21","Annelida"
"9462","Flabellina","TRUE","10","Mollusca"
"9463","Flabellinopsis","FALSE","1","Mollusca"
"9464","Flabelliphilus","FALSE","1","Arthropoda"
"9465","Flabelliseta","FALSE","1","Annelida"
"9466","Flabellopora","FALSE","14","Bryozoa"
"9467","Flabellum","FALSE","43","Cnidaria"
"9468","Flabesymbios","FALSE","2","Annelida"
"9469","Flaccisagitta","FALSE","3","Chaetognatha"
"9470","Fladenia","FALSE","1","Arthropoda"
"9471","Flagelligorgia","FALSE","1","Cnidaria"
"9472","Flagellocythere","FALSE","1","Arthropoda"
"9473","Flagellophora","FALSE","1","Xenacoelomorpha"
"9474","Flagellostomias","FALSE","1","Chordata"
"9475","Flagellotrema","FALSE","3","Platyhelminthes"
"9476","Flaminga","FALSE","1","Nemertea"
"9477","Flamingolepis","FALSE","1","Platyhelminthes"
"9478","Flascarpia","FALSE","1","Annelida"
"9479","Flatsia","FALSE","1","Arthropoda"
"9480","Flavia","FALSE","1","Arthropoda"
"9481","Fletcheria","FALSE","1","Annelida"
"9482","Fleuronema","FALSE","3","Nematoda"
"9483","Flexibothrium","FALSE","1","Platyhelminthes"
"9484","Flexobothrium","FALSE","1","Platyhelminthes"
"9485","Flexopecten","FALSE","4","Mollusca"
"9486","Flexophora","FALSE","1","Platyhelminthes"
"9487","Flexopteron","FALSE","4","Mollusca"
"9488","Flindersoplax","FALSE","1","Arthropoda"
"9489","Florarctus","FALSE","14","Tardigrada"
"9490","Florectisis","FALSE","1","Cnidaria"
"9491","Florenciella","FALSE","1","Chordata"
"9492","Floresca","FALSE","1","Cnidaria"
"9493","Floresorchestia","FALSE","16","Arthropoda"
"9494","Florianella","FALSE","1","Platyhelminthes"
"9495","Floriaster","FALSE","1","Echinodermata"
"9496","Floriceps","FALSE","2","Platyhelminthes"
"9497","Floridichthys","FALSE","1","Chordata"
"9498","Floridina","FALSE","3","Bryozoa"
"9499","Floridinella","FALSE","1","Bryozoa"
"9500","Floridiscrobs","FALSE","1","Mollusca"
"9501","Floridosentis","FALSE","3","Acanthocephala"
"9502","Floriparicapitus","FALSE","5","Platyhelminthes"
"9503","Floriprotis","FALSE","1","Annelida"
"9504","Florometra","FALSE","9","Echinodermata"
"9505","Flosculipora","FALSE","1","Bryozoa"
"9506","Flosmaris","FALSE","4","Cnidaria"
"9507","Flota","FALSE","2","Annelida"
"9508","Fluctiger","FALSE","2","Mollusca"
"9509","Flustra","FALSE","7","Bryozoa"
"9510","Flustramorpha","FALSE","3","Bryozoa"
"9511","Flustrapora","FALSE","1","Bryozoa"
"9512","Flustrellaria","FALSE","1","Bryozoa"
"9513","Flustrellidra","FALSE","13","Bryozoa"
"9514","Flustrellidrella","FALSE","1","Bryozoa"
"9515","Fluviocingula","FALSE","7","Mollusca"
"9516","Fluxinella","FALSE","21","Mollusca"
"9517","Foa","FALSE","8","Chordata"
"9518","Fodiator","FALSE","2","Chordata"
"9519","Fodinella","FALSE","5","Bryozoa"
"9520","Foegia","FALSE","1","Mollusca"
"9521","Foetorepus","FALSE","10","Chordata"
"9522","Fofinha","FALSE","1","Mollusca"
"9523","Folia","FALSE","2","Chordata"
"9524","Folinella","FALSE","7","Mollusca"
"9525","Folinia","FALSE","3","Mollusca"
"9526","Foliomolgus","FALSE","1","Arthropoda"
"9527","Folioquinpes","FALSE","1","Arthropoda"
"9528","Folitrema","FALSE","1","Platyhelminthes"
"9529","Folsomia","FALSE","2","Arthropoda"
"9530","Fontainella","FALSE","1","Arthropoda"
"9531","Fontitrygon","FALSE","4","Chordata"
"9532","Forcepia","FALSE","50","Porifera"
"9533","Forcepimenia","FALSE","1","Mollusca"
"9534","Forcipicythere","FALSE","1","Arthropoda"
"9535","Forcipiger","FALSE","3","Chordata"
"9536","Fordonia","FALSE","1","Chordata"
"9537","Foredromia","FALSE","1","Arthropoda"
"9538","Forestiana","FALSE","5","Arthropoda"
"9539","Forestocheles","FALSE","1","Arthropoda"
"9540","Forestopagurus","FALSE","1","Arthropoda"
"9541","Forhania","FALSE","1","Arthropoda"
"9542","Formosaxius","FALSE","1","Arthropoda"
"9543","Formosocellaria","FALSE","1","Bryozoa"
"9544","Forreria","FALSE","2","Mollusca"
"9545","Forskalia","FALSE","6","Cnidaria"
"9546","Forsterygion","FALSE","7","Chordata"
"9547","Forticulcita","FALSE","5","Platyhelminthes"
"9548","Fortimesus","FALSE","11","Arthropoda"
"9549","Fortuynia","FALSE","10","Arthropoda"
"9550","Fossarella","FALSE","4","Mollusca"
"9551","Fossarina","FALSE","5","Mollusca"
"9552","Fossarus","FALSE","34","Mollusca"
"9553","Fosshagenia","FALSE","2","Arthropoda"
"9554","Fosshageniella","FALSE","1","Arthropoda"
"9555","Fossobothrium","FALSE","1","Platyhelminthes"
"9556","Fosterella","FALSE","2","Arthropoda"
"9557","Fosteria","FALSE","1","Brachiopoda"
"9558","Fotolaimus","FALSE","2","Nematoda"
"9559","Foveacheles","FALSE","1","Arthropoda"
"9560","Foveadens","FALSE","1","Mollusca"
"9561","Foveamysia","FALSE","1","Mollusca"
"9562","Foveolaria","FALSE","6","Bryozoa"
"9563","Foveoleberis","FALSE","6","Arthropoda"
"9564","Foveolocyathus","FALSE","4","Cnidaria"
"9565","Foviella","FALSE","1","Platyhelminthes"
"9566","Fovoporella","FALSE","1","Bryozoa"
"9567","Foweya","FALSE","2","Arthropoda"
"9568","Fowleria","FALSE","7","Chordata"
"9569","Fowlerichthys","FALSE","5","Chordata"
"9570","Fowlerina","FALSE","2","Mollusca"
"9571","Foxiphalus","FALSE","12","Arthropoda"
"9572","Foxtonia","FALSE","1","Arthropoda"
"9573","Foxtosognus","FALSE","1","Arthropoda"
"9574","Fractolatirus","FALSE","1","Mollusca"
"9575","Fragillianassa","FALSE","2","Arthropoda"
"9576","Fragilonemertes","FALSE","1","Nemertea"
"9577","Fragum","FALSE","10","Mollusca"
"9578","Francapseudes","FALSE","2","Arthropoda"
"9579","Frankferrarius","FALSE","1","Arthropoda"
"9580","Franzenella","FALSE","1","Bryozoa"
"9581","Fraseroscyphus","FALSE","3","Cnidaria"
"9582","Fratercula","FALSE","3","Chordata"
"9583","Fratia","FALSE","1","Arthropoda"
"9584","Fraudella","FALSE","1","Chordata"
"9585","Freddius","FALSE","1","Platyhelminthes"
"9586","Freemanichthys","FALSE","1","Chordata"
"9587","Fregata","FALSE","5","Chordata"
"9588","Fregetta","FALSE","3","Chordata"
"9589","Frenamya","FALSE","5","Mollusca"
"9590","Freneixicardia","FALSE","1","Mollusca"
"9591","Frennia","FALSE","2","Annelida"
"9592","Frenulina","FALSE","3","Brachiopoda"
"9593","Fresnerhynchus","FALSE","1","Arthropoda"
"9594","Frevillea","FALSE","3","Arthropoda"
"9595","Freyastera","FALSE","8","Echinodermata"
"9596","Freyella","FALSE","29","Echinodermata"
"9597","Freyellaster","FALSE","5","Echinodermata"
"9598","Fridericia","FALSE","8","Annelida"
"9599","Fridericianella","FALSE","1","Platyhelminthes"
"9600","Friedrichia","FALSE","2","Nemertea"
"9601","Frieleia","FALSE","2","Brachiopoda"
"9602","Frigidoalvania","TRUE","9","Mollusca"
"9603","Frigidocardium","FALSE","10","Mollusca"
"9604","Friginatica","FALSE","3","Mollusca"
"9605","Frigocalanus","FALSE","1","Arthropoda"
"9606","Frigora","FALSE","1","Arthropoda"
"9607","Frillagalma","FALSE","1","Cnidaria"
"9608","Frilloechinorhynchus","FALSE","1","Acanthocephala"
"9609","Fritillaria","FALSE","26","Chordata"
"9610","Frodromia","FALSE","2","Arthropoda"
"9611","Fromia","FALSE","15","Echinodermata"
"9612","Frondipora","FALSE","5","Bryozoa"
"9613","Fronsella","FALSE","3","Mollusca"
"9614","Frontilabrus","FALSE","1","Chordata"
"9615","Frontohornera","FALSE","1","Bryozoa"
"9616","Frontonemertes","FALSE","1","Nemertea"
"9617","Frontoserolis","FALSE","6","Arthropoda"
"9618","Frovina","FALSE","3","Mollusca"
"9619","Fucaria","FALSE","2","Mollusca"
"9620","Fucellia","FALSE","3","Arthropoda"
"9621","Fucomimus","FALSE","1","Chordata"
"9622","Fuegiphoxus","FALSE","4","Arthropoda"
"9623","Fuegotrophon","FALSE","3","Mollusca"
"9624","Fugleria","FALSE","3","Mollusca"
"9625","Fulgoraria","FALSE","31","Mollusca"
"9626","Fulgurofusus","FALSE","14","Mollusca"
"9627","Fulguropsis","FALSE","6","Mollusca"
"9628","Fulmarus","FALSE","2","Chordata"
"9629","Fultodromia","FALSE","2","Arthropoda"
"9630","Fultonia","FALSE","5","Arthropoda"
"9631","Fulvia","FALSE","18","Mollusca"
"9632","Funa","FALSE","10","Mollusca"
"9633","Funafutia","FALSE","1","Mollusca"
"9634","Funchalia","FALSE","5","Arthropoda"
"9635","Fundulotrema","FALSE","1","Platyhelminthes"
"9636","Fundulus","FALSE","9","Chordata"
"9637","Fungia","FALSE","2","Cnidaria"
"9638","Fungiacava","FALSE","1","Mollusca"
"9639","Fungiacyathus","FALSE","20","Cnidaria"
"9640","Fungicola","TRUE","3","Arthropoda"
"9641","Funginus","FALSE","1","Cnidaria"
"9642","Fungorhynchus","FALSE","1","Platyhelminthes"
"9643","Fungulus","FALSE","5","Chordata"
"9644","Funiculina","FALSE","3","Cnidaria"
"9645","Furcarcturus","FALSE","1","Arthropoda"
"9646","Furcillidens","FALSE","1","Mollusca"
"9647","Furcina","FALSE","2","Chordata"
"9648","Furcohaptor","FALSE","2","Platyhelminthes"
"9649","Furgaleus","FALSE","1","Chordata"
"9650","Furtipodia","FALSE","2","Arthropoda"
"9651","Furukawaia","FALSE","2","Mollusca"
"9652","Fusantrum","FALSE","1","Xenacoelomorpha"
"9653","Fuscapex","FALSE","6","Mollusca"
"9654","Fusceulima","FALSE","23","Mollusca"
"9655","Fusiaphera","FALSE","1","Mollusca"
"9656","Fusidomiporta","FALSE","2","Mollusca"
"9657","Fusigobius","FALSE","9","Chordata"
"9658","Fusilaria","FALSE","1","Mollusca"
"9659","Fusimorio","FALSE","3","Mollusca"
"9660","Fusinella","FALSE","1","Mollusca"
"9661","Fusinus","FALSE","118","Mollusca"
"9662","Fusipagoda","FALSE","4","Mollusca"
"9663","Fusitriton","FALSE","8","Mollusca"
"9664","Fusiturricula","FALSE","16","Mollusca"
